age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,age_group,balance_bin,balance_duration_ratio,age_balance_interaction,previous_contacted,engagement_rate,y
50,technician,married,secondary,no,402,no,no,cellular,4,may,165,1,180,2,failure,30-50,low,2.4216867469879517,20100,1,1.0,no
29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,<30,low,0.07063197026022305,551,1,2.0,yes
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,>50,high,18.488151658767773,600754,1,1.0,no
33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,30-50,medium,3.463265306122449,56001,1,0.5,yes
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,may,104,1,181,5,failure,30-50,high,68.78095238095239,259992,1,2.5,no
51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,-1,0,unknown,>50,medium,33.89763779527559,219555,0,0.0,no
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,30-50,low,2.515151515151515,14525,1,0.6666666666666666,yes
64,management,married,unknown,no,2352,no,no,cellular,4,may,153,2,182,11,success,>50,medium,15.272727272727273,150528,1,3.6666666666666665,yes
80,retired,married,primary,no,155,no,no,telephone,4,may,209,1,53,3,success,>50,low,0.7380952380952381,12400,1,1.5,no
34,self-employed,married,tertiary,no,263,no,no,cellular,4,may,203,1,78,8,other,30-50,low,1.2892156862745099,8942,1,4.0,no
70,retired,married,primary,no,4982,no,no,cellular,4,may,794,2,-1,0,unknown,>50,medium,6.266666666666667,348740,0,0.0,yes
29,admin.,single,secondary,no,3528,no,no,cellular,4,may,104,1,208,1,success,<30,medium,33.6,102312,1,0.5,no
26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,-1,0,unknown,<30,low,2.121693121693122,10426,0,0.0,yes
32,admin.,married,tertiary,no,390,yes,yes,cellular,5,may,100,1,243,1,other,30-50,low,3.8613861386138613,12480,1,0.5,no
33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,30-50,low,0.20256410256410257,2607,1,2.0,no
37,management,married,secondary,no,565,no,no,cellular,5,may,329,1,6,2,success,30-50,low,1.7121212121212122,20905,1,1.0,yes
30,management,married,tertiary,no,451,no,no,cellular,5,may,173,1,274,3,failure,<30,low,2.5919540229885056,13530,1,1.5,no
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success,30-50,medium,6.355212355212355,67486,1,3.5,no
28,management,single,tertiary,no,437,no,no,cellular,5,may,338,1,-1,0,unknown,<30,low,1.289085545722714,12236,0,0.0,yes
74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,99,2,failure,>50,low,4.118942731277533,69190,1,1.0,yes
33,blue-collar,single,secondary,no,228,no,no,telephone,5,may,110,1,89,4,failure,30-50,low,2.054054054054054,7524,1,2.0,no
29,student,single,unknown,no,2929,no,no,cellular,5,may,232,1,89,4,other,<30,medium,12.570815450643776,84941,1,2.0,yes
26,student,single,secondary,no,440,no,no,unknown,5,may,54,1,-1,0,unknown,<30,low,8.0,11440,0,0.0,no
72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,unknown,>50,medium,4.5088062622309195,165888,0,0.0,yes
27,management,single,secondary,no,145,yes,no,cellular,5,may,121,4,89,3,failure,<30,low,1.1885245901639345,3915,1,0.6,no
18,student,single,unknown,no,348,no,no,cellular,5,may,443,4,-1,0,unknown,<30,low,0.7837837837837838,6264,0,0.0,yes
54,housemaid,married,secondary,no,1182,yes,no,cellular,6,may,118,2,241,2,failure,>50,medium,9.932773109243698,63828,1,0.6666666666666666,no
53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,>50,medium,45.163636363636364,263304,1,1.0,no
46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,246,1,55,5,success,30-50,low,2.591093117408907,29440,1,2.5,no
37,technician,married,tertiary,no,88,no,no,cellular,6,may,195,1,90,3,other,30-50,low,0.4489795918367347,3256,1,1.5,no
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,>50,low,1.1465798045602607,47168,1,1.5,yes
47,admin.,married,tertiary,no,97,yes,no,cellular,6,may,220,1,87,3,failure,30-50,low,0.43891402714932126,4559,1,1.5,no
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,>50,medium,12.652173913043478,114072,1,2.5,yes
60,housemaid,married,primary,no,182,no,no,cellular,6,may,141,1,10,10,failure,>50,low,1.2816901408450705,10920,1,5.0,no
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure,30-50,medium,6.672131147540983,41514,1,4.0,no
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,30-50,low,4.688679245283019,35784,1,3.0,yes
37,blue-collar,single,secondary,no,7622,yes,yes,telephone,6,may,111,1,-1,0,unknown,30-50,high,68.05357142857143,282014,0,0.0,no
37,management,married,tertiary,no,2283,no,no,cellular,6,may,243,2,98,2,failure,30-50,medium,9.35655737704918,84471,1,0.6666666666666666,no
37,technician,married,tertiary,no,4596,yes,no,cellular,7,may,218,2,211,4,success,30-50,medium,20.986301369863014,170052,1,1.3333333333333333,no
32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,3,-1,0,unknown,30-50,low,1.6143344709897611,15136,0,0.0,no
51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,>50,negative,0.0,0,1,0.6666666666666666,yes
77,unknown,married,unknown,no,397,no,no,telephone,7,may,300,3,-1,0,unknown,>50,low,1.318936877076412,30569,0,0.0,no
83,retired,married,secondary,no,0,no,no,telephone,7,may,201,2,268,2,failure,>50,negative,0.0,0,1,0.6666666666666666,no
35,management,married,tertiary,no,62,no,no,cellular,7,may,226,2,88,4,success,30-50,low,0.27312775330396477,2170,1,1.3333333333333333,no
47,blue-collar,married,tertiary,no,3745,no,no,cellular,7,may,113,1,200,1,failure,30-50,medium,32.85087719298246,176015,1,0.5,no
42,admin.,married,unknown,no,756,no,no,cellular,7,may,116,3,-1,0,unknown,30-50,low,6.461538461538462,31752,0,0.0,no
53,management,married,tertiary,no,3634,no,no,cellular,7,may,211,4,88,8,success,>50,medium,17.141509433962263,192602,1,1.6,no
47,management,married,secondary,no,834,no,no,unknown,10,may,165,1,-1,0,unknown,30-50,low,5.024096385542169,39198,0,0.0,no
58,blue-collar,married,primary,no,226,yes,yes,cellular,10,may,135,3,-1,0,unknown,>50,low,1.661764705882353,13108,0,0.0,no
32,technician,married,tertiary,no,2976,yes,no,cellular,10,may,269,5,94,6,success,30-50,medium,11.022222222222222,95232,1,1.0,no
80,retired,married,primary,no,594,no,no,telephone,10,may,128,2,-1,0,unknown,>50,low,4.604651162790698,47520,0,0.0,no
46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,6,53,6,success,30-50,low,0.4674657534246575,12558,1,0.8571428571428571,yes
62,management,married,tertiary,no,1456,no,no,cellular,10,may,522,6,-1,0,unknown,>50,medium,2.783938814531549,90272,0,0.0,yes
21,student,single,secondary,no,130,no,no,cellular,11,may,113,2,273,4,failure,<30,low,1.1403508771929824,2730,1,1.3333333333333333,no
78,retired,married,primary,no,832,no,no,telephone,11,may,97,3,-1,0,unknown,>50,low,8.489795918367347,64896,0,0.0,no
20,student,single,secondary,no,291,no,no,telephone,11,may,172,5,371,5,failure,<30,low,1.6820809248554913,5820,1,0.8333333333333334,no
43,self-employed,married,tertiary,no,10072,no,no,cellular,12,may,98,1,77,5,failure,30-50,high,101.73737373737374,433096,1,2.5,no
66,retired,married,secondary,no,3409,no,no,cellular,12,may,801,1,86,2,failure,>50,medium,4.250623441396509,224994,1,1.0,yes
44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown,30-50,low,3.185567010309278,27192,0,0.0,no
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,309,1,181,1,success,>50,medium,11.022580645161291,266526,1,0.5,yes
42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,2,89,5,success,30-50,high,156.47457627118644,1163232,1,1.6666666666666667,no
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,30-50,medium,7.032679738562091,36584,1,3.0,no
34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,30-50,low,0.7732558139534884,4522,1,1.0,no
66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,>50,low,1.2816593886462881,38742,1,0.6666666666666666,yes
40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,30-50,medium,4.517964071856287,60360,1,1.5,yes
54,management,married,tertiary,no,1624,no,no,cellular,12,may,166,3,182,10,success,>50,medium,9.724550898203592,87696,1,2.5,no
31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,30-50,low,0.5938864628820961,4216,1,0.3333333333333333,no
33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,30-50,low,1.2138364779874213,12738,1,2.5,yes
19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success,<30,low,2.5654008438818567,11552,1,1.0,yes
31,technician,single,secondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,30-50,medium,8.841379310344827,39742,1,1.0,no
24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,182,2,success,<30,low,0.783748361730013,14352,1,1.0,yes
23,student,single,unknown,no,2530,no,no,cellular,12,may,411,1,-1,0,unknown,<30,medium,6.140776699029126,58190,0,0.0,yes
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success,<30,medium,7.633410672853828,95410,1,1.5,yes
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,<30,medium,13.14404432132964,132860,1,2.5,no
31,management,single,tertiary,no,533,no,no,telephone,12,may,372,1,90,10,success,30-50,low,1.4289544235924934,16523,1,5.0,yes
50,technician,married,tertiary,no,2611,no,no,cellular,12,may,177,1,387,2,success,30-50,medium,14.668539325842696,130550,1,1.0,no
22,student,single,secondary,no,123,no,no,telephone,12,may,267,2,89,7,success,<30,low,0.458955223880597,2706,1,2.3333333333333335,no
55,technician,divorced,secondary,no,184,no,no,unknown,13,may,18,1,-1,0,unknown,>50,low,9.68421052631579,10120,0,0.0,no
34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,3,-1,0,unknown,30-50,medium,4.570048309178744,96492,0,0.0,yes
54,blue-collar,divorced,primary,no,4401,no,no,telephone,13,may,414,1,183,2,success,>50,medium,10.604819277108433,237654,1,1.0,no
59,management,married,tertiary,no,138,yes,yes,cellular,13,may,106,1,280,4,failure,>50,low,1.2897196261682242,8142,1,2.0,no
32,unemployed,single,secondary,no,1026,yes,no,cellular,13,may,289,1,-1,0,unknown,30-50,medium,3.537931034482759,32832,0,0.0,no
54,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,1,91,4,success,>50,medium,8.452107279693486,119124,1,2.0,yes
27,self-employed,single,tertiary,no,168,no,no,cellular,13,may,271,1,182,2,success,<30,low,0.6176470588235294,4536,1,1.0,yes
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,>50,medium,11.462068965517242,255948,1,2.5,yes
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,1,181,5,success,30-50,low,0.8469055374592834,10400,1,2.5,no
63,retired,divorced,tertiary,no,0,no,no,cellular,13,may,263,1,181,2,success,>50,negative,0.0,0,1,1.0,no
37,management,married,tertiary,no,2987,yes,no,cellular,13,may,216,1,87,10,success,30-50,medium,13.764976958525345,110519,1,5.0,no
48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,30-50,medium,3.7386018237082066,59040,1,1.0,no
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,<30,low,3.34375,14445,1,1.5,yes
28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,unknown,<30,medium,3.736,65380,0,0.0,yes
35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,1,90,3,success,30-50,high,24.096385542168676,280000,1,1.5,yes
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,1,-1,0,unknown,<30,negative,-0.0996309963099631,-783,0,0.0,no
68,retired,married,secondary,no,1146,no,no,cellular,13,may,356,1,71,5,success,>50,medium,3.2100840336134455,77928,1,2.5,yes
53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other,>50,medium,2.548223350253807,53212,1,0.5,yes
37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success,30-50,low,0.8382978723404255,7289,1,1.5,yes
65,retired,married,unknown,no,679,no,no,cellular,13,may,593,2,178,1,success,>50,low,1.1430976430976432,44135,1,0.3333333333333333,yes
32,student,single,unknown,no,376,no,no,cellular,13,may,457,2,178,3,failure,30-50,low,0.8209606986899564,12032,1,1.0,yes
58,admin.,married,secondary,no,169,no,no,cellular,13,may,336,3,87,5,success,>50,low,0.5014836795252225,9802,1,1.25,yes
37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure,30-50,low,0.6919014084507042,14541,1,1.0,yes
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,183,2,other,30-50,low,0.07160493827160494,1073,1,0.6666666666666666,no
63,retired,married,secondary,no,1486,no,no,cellular,14,may,698,5,316,3,other,>50,medium,2.1258941344778255,93618,1,0.5,yes
34,admin.,married,secondary,no,920,no,no,cellular,14,may,526,3,179,3,success,30-50,low,1.74573055028463,31280,1,0.75,yes
26,services,married,secondary,no,104,no,no,unknown,14,may,7,1,-1,0,unknown,<30,low,13.0,2704,0,0.0,no
50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,196,8,182,4,success,30-50,medium,18.314720812182742,180400,1,0.4444444444444444,no
70,retired,married,secondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,>50,medium,3.433628318584071,81480,1,0.5,no
50,technician,divorced,secondary,no,0,yes,no,cellular,14,may,109,3,92,3,failure,30-50,negative,0.0,0,1,0.75,no
56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success,>50,low,3.936651583710407,48720,1,0.5,no
57,retired,married,primary,no,9367,no,no,cellular,14,may,700,4,92,7,success,>50,high,13.362339514978602,533919,1,1.4,yes
29,unemployed,single,primary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,<30,medium,1.1393034825870647,39846,1,2.3333333333333335,yes
75,retired,married,tertiary,no,6027,no,no,cellular,14,may,809,1,179,4,success,>50,high,7.440740740740741,452025,1,2.0,yes
50,technician,married,tertiary,no,1830,no,no,cellular,14,may,318,3,-1,0,unknown,30-50,medium,5.736677115987461,91500,0,0.0,yes
35,technician,married,secondary,no,18,yes,yes,cellular,14,may,62,2,-1,0,unknown,30-50,low,0.2857142857142857,630,0,0.0,no
24,management,single,tertiary,no,1,no,no,cellular,14,may,396,5,-1,0,unknown,<30,low,0.0025188916876574307,24,0,0.0,yes
46,management,married,tertiary,no,349,no,no,cellular,14,may,466,4,88,3,success,30-50,low,0.7473233404710921,16054,1,0.6,yes
48,technician,divorced,secondary,no,-63,no,yes,unknown,15,may,7,1,670,5,other,30-50,negative,-7.875,-3024,1,2.5,no
29,technician,single,tertiary,no,865,no,no,cellular,17,may,248,3,243,1,failure,<30,low,3.4738955823293174,25085,1,0.25,no
54,management,divorced,tertiary,no,2152,no,no,cellular,17,may,226,3,186,7,other,>50,medium,9.480176211453745,116208,1,1.75,yes
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,>50,low,0.8043087971274686,25088,1,1.0,yes
72,retired,married,secondary,no,5715,no,no,cellular,17,may,1114,1,181,2,success,>50,high,5.125560538116592,411480,1,1.0,yes
74,retired,divorced,tertiary,no,3810,yes,no,cellular,17,may,492,1,-1,0,unknown,>50,medium,7.728194726166328,281940,0,0.0,yes
27,student,single,tertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,<30,low,0.10263157894736842,1053,1,5.0,no
52,management,married,tertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,>50,low,1.546419098143236,30316,1,1.5,yes
50,admin.,married,secondary,no,2695,no,no,cellular,17,may,312,2,159,2,other,30-50,medium,8.610223642172524,134750,1,0.6666666666666666,no
79,retired,married,primary,no,1058,no,no,telephone,17,may,564,5,-1,0,unknown,>50,medium,1.8725663716814158,83582,0,0.0,yes
38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,30-50,medium,4.673992673992674,48488,1,1.0,yes
73,retired,married,secondary,no,2850,no,no,cellular,17,may,157,2,28,5,failure,>50,medium,18.037974683544302,208050,1,1.6666666666666667,yes
33,management,single,tertiary,no,2364,no,no,cellular,17,may,508,1,-1,0,unknown,30-50,medium,4.644400785854617,78012,0,0.0,yes
49,admin.,married,secondary,no,209,no,no,unknown,17,may,26,1,-1,0,unknown,30-50,low,7.7407407407407405,10241,0,0.0,no
53,admin.,married,secondary,no,53,yes,no,cellular,18,may,387,1,-1,0,unknown,>50,low,0.13659793814432988,2809,0,0.0,no
64,retired,married,secondary,no,1612,no,no,cellular,18,may,336,1,89,5,failure,>50,medium,4.783382789317508,103168,1,2.5,yes
38,blue-collar,married,secondary,no,4321,no,no,cellular,18,may,252,1,85,6,failure,30-50,medium,17.07905138339921,164198,1,3.0,no
27,unknown,single,tertiary,no,6421,no,no,cellular,18,may,315,3,110,4,failure,<30,high,20.319620253164558,173367,1,1.0,yes
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,>50,low,1.805084745762712,53676,0,0.0,no
70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,>50,medium,10.159192825112108,317170,0,0.0,yes
62,retired,married,secondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,>50,medium,12.762295081967213,193068,1,0.3333333333333333,yes
41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,327,2,361,3,failure,30-50,low,0.003048780487804878,41,1,1.0,no
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,<30,medium,34.516129032258064,31030,1,0.5,no
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,>50,low,0.41226215644820297,10335,1,3.0,yes
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,<30,medium,14.76056338028169,94320,0,0.0,no
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,>50,medium,2.9216152019002375,71340,1,0.5,yes
61,admin.,married,unknown,no,1088,yes,no,cellular,20,may,254,1,359,1,failure,>50,medium,4.266666666666667,66368,1,0.5,no
46,management,single,secondary,no,5993,no,no,cellular,20,may,165,1,56,3,failure,30-50,high,36.102409638554214,275678,1,1.5,no
35,technician,single,tertiary,no,1880,no,no,cellular,20,may,154,1,-1,0,unknown,30-50,medium,12.129032258064516,65800,0,0.0,no
37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,other,30-50,medium,11.082191780821917,119732,1,1.6666666666666667,no
67,management,married,secondary,no,3240,no,no,cellular,20,may,129,1,-1,0,unknown,>50,medium,24.923076923076923,217080,0,0.0,no
30,technician,single,tertiary,no,780,yes,no,cellular,20,may,339,2,-1,0,unknown,<30,low,2.2941176470588234,23400,0,0.0,no
60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,>50,negative,0.0,0,1,1.6,no
78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,3,-1,0,unknown,>50,medium,9.113636363636363,250224,0,0.0,yes
47,blue-collar,married,secondary,no,1568,yes,no,cellular,21,may,226,3,91,8,success,30-50,medium,6.907488986784141,73696,1,2.0,no
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,>50,medium,5.53953488372093,72651,0,0.0,no
53,management,married,tertiary,no,1356,yes,no,cellular,21,may,429,1,193,6,failure,>50,medium,3.1534883720930234,71868,1,3.0,no
47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,30-50,low,0.9108910891089109,17296,1,3.0,yes
46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure,30-50,low,1.198641765704584,32476,1,1.5,yes
30,management,single,tertiary,no,499,yes,no,cellular,21,may,145,1,281,3,failure,<30,low,3.4178082191780823,14970,1,1.5,no
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,>50,medium,6.458333333333333,134385,1,1.25,yes
70,management,married,secondary,no,4,no,no,cellular,21,may,122,1,85,9,failure,>50,low,0.032520325203252036,280,1,4.5,no
31,blue-collar,single,secondary,no,411,no,no,cellular,21,may,91,3,361,1,failure,30-50,low,4.467391304347826,12741,1,0.25,no
31,unemployed,single,secondary,no,2616,no,no,cellular,21,may,374,1,185,2,other,30-50,medium,6.976,81096,1,1.0,yes
24,unemployed,single,secondary,no,2573,no,no,cellular,24,may,375,2,-1,0,unknown,<30,medium,6.843085106382978,61752,0,0.0,yes
21,student,single,secondary,no,215,no,no,cellular,24,may,382,1,89,7,success,<30,low,0.5613577023498695,4515,1,3.5,yes
71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,>50,medium,9.444444444444445,229330,1,1.0,yes
25,self-employed,single,unknown,no,1179,no,no,cellular,24,may,131,2,95,5,failure,<30,medium,8.931818181818182,29475,1,1.6666666666666667,no
78,retired,married,primary,no,680,no,no,telephone,24,may,838,1,89,9,failure,>50,low,0.8104886769964244,53040,1,4.5,yes
49,self-employed,divorced,tertiary,no,3293,no,no,cellular,24,may,260,1,77,9,failure,30-50,medium,12.616858237547893,161357,1,4.5,yes
52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,>50,low,1.0371428571428571,37752,1,4.5,yes
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,1,389,1,failure,<30,medium,16.45562130177515,75087,1,0.5,no
25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,<30,medium,11.459876543209877,92825,1,1.0,no
33,services,single,secondary,no,152,yes,no,cellular,25,may,202,2,365,2,success,30-50,low,0.7487684729064039,5016,1,0.6666666666666666,no
60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,-1,0,unknown,>50,negative,0.0,0,0,0.0,yes
33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,30-50,low,2.6063348416289593,19008,1,1.0,no
28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,<30,medium,7.608695652173913,53900,1,2.0,yes
30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,<30,low,0.3885630498533724,7950,1,1.0,yes
29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,1,-1,0,unknown,<30,low,0.17766497461928935,2030,0,0.0,yes
28,student,married,secondary,no,0,no,no,unknown,25,may,201,1,-1,0,unknown,<30,negative,0.0,0,0,0.0,no
52,management,married,tertiary,no,388,no,no,cellular,25,may,272,1,-1,0,unknown,>50,low,1.4212454212454213,20176,0,0.0,no
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,>50,medium,3.4471057884231535,101893,1,0.4,yes
38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,-1,0,unknown,30-50,low,0.6156156156156156,7790,0,0.0,no
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,410,1,551,5,other,>50,high,30.063260340632603,691936,1,2.5,no
33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success,30-50,medium,9.934482758620689,95073,1,0.5,yes
31,technician,single,secondary,no,846,no,no,cellular,26,may,405,3,205,2,failure,30-50,low,2.083743842364532,26226,1,0.5,yes
39,management,married,tertiary,no,613,no,no,cellular,26,may,211,2,391,2,success,30-50,low,2.891509433962264,23907,1,0.6666666666666666,no
40,technician,married,secondary,no,2266,no,no,cellular,26,may,175,3,89,7,other,30-50,medium,12.875,90640,1,1.75,no
33,management,single,tertiary,no,9317,no,no,cellular,26,may,267,1,205,3,failure,30-50,high,34.764925373134325,307461,1,1.5,yes
28,technician,married,secondary,no,742,no,no,cellular,26,may,236,1,-1,0,unknown,<30,low,3.130801687763713,20776,0,0.0,no
66,management,married,unknown,no,2149,yes,no,cellular,26,may,135,2,90,11,success,>50,medium,15.801470588235293,141834,1,3.6666666666666665,no
29,student,single,tertiary,no,459,no,no,unknown,26,may,376,1,-1,0,unknown,<30,low,1.2175066312997347,13311,0,0.0,no
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,<30,low,1.08206106870229,15309,1,0.75,yes
32,admin.,single,secondary,no,344,no,no,cellular,26,may,530,2,-1,0,unknown,30-50,low,0.647834274952919,11008,0,0.0,yes
67,retired,married,primary,no,1430,no,no,telephone,26,may,283,2,135,5,success,>50,medium,5.035211267605634,95810,1,1.6666666666666667,yes
39,unemployed,divorced,secondary,no,265,yes,no,unknown,27,may,93,1,555,2,other,30-50,low,2.8191489361702127,10335,1,1.0,no
46,housemaid,married,secondary,no,38,no,no,cellular,27,may,181,3,183,1,success,30-50,low,0.2087912087912088,1748,1,0.25,no
58,management,married,secondary,no,139,no,no,cellular,27,may,188,1,161,2,other,>50,low,0.7354497354497355,8062,1,1.0,no
29,technician,divorced,secondary,no,124,no,no,unknown,27,may,125,1,-1,0,unknown,<30,low,0.9841269841269841,3596,0,0.0,no
54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,-1,0,unknown,>50,medium,4.309378806333739,191052,0,0.0,yes
23,student,single,tertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,<30,low,0.5860899067005937,15893,1,3.0,yes
47,services,divorced,unknown,no,973,no,no,cellular,27,may,489,1,479,1,failure,30-50,low,1.9857142857142858,45731,1,0.5,yes
26,management,single,tertiary,no,531,no,yes,unknown,27,may,57,1,-1,0,unknown,<30,low,9.155172413793103,13806,0,0.0,no
26,entrepreneur,single,secondary,no,681,no,yes,unknown,27,may,137,1,-1,0,unknown,<30,low,4.934782608695652,17706,0,0.0,no
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,<30,low,0.27765726681127983,3584,1,0.5,yes
37,management,married,tertiary,no,1967,yes,no,cellular,27,may,774,1,-1,0,unknown,30-50,medium,2.5380645161290323,72779,0,0.0,yes
32,management,married,tertiary,no,500,yes,no,unknown,27,may,24,1,-1,0,unknown,30-50,low,20.0,16000,0,0.0,no
60,admin.,divorced,secondary,no,162,no,no,unknown,27,may,74,1,-1,0,unknown,>50,low,2.16,9720,0,0.0,no
55,services,divorced,secondary,no,379,no,no,cellular,27,may,275,3,219,2,other,>50,low,1.3731884057971016,20845,1,0.5,no
27,admin.,single,secondary,no,1408,no,no,cellular,27,may,242,2,-1,0,unknown,<30,medium,5.794238683127572,38016,0,0.0,yes
45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown,30-50,medium,6.634057971014493,82395,0,0.0,no
63,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,2,-1,0,unknown,>50,low,1.5334928229665072,40383,0,0.0,yes
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,>50,medium,6.017241379310345,62820,1,1.0,no
29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,<30,low,2.116279069767442,13195,1,0.3333333333333333,yes
32,admin.,single,secondary,no,554,yes,no,cellular,28,may,101,2,368,5,failure,30-50,low,5.431372549019608,17728,1,1.6666666666666667,no
29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,unknown,<30,high,17.09493670886076,234987,0,0.0,yes
59,retired,married,primary,no,4007,no,no,cellular,28,may,581,3,63,6,failure,>50,medium,6.884879725085911,236413,1,1.5,yes
